,School ID,school_name,type,size,budget,Student ID,student_name,gender,grade,reading_score,math_score
22,0.0,Huang High School,District,2917.0,1910635.0,22,Kimberly Stewart,F,11th,99,84
23,0.0,Huang High School,District,2917.0,1910635.0,23,Christopher Parker,M,9th,81,68
24,0.0,Huang High School,District,2917.0,1910635.0,24,Chelsea Griffith,F,11th,85,73
25,0.0,Huang High School,District,2917.0,1910635.0,25,Cesar Morris,M,9th,92,70
26,0.0,Huang High School,District,2917.0,1910635.0,26,Melanie Decker,F,9th,63,85
27,0.0,Huang High School,District,2917.0,1910635.0,27,Tracey Oconnor,F,10th,80,58
28,0.0,Huang High School,District,2917.0,1910635.0,28,Kelly James,F,11th,73,55
29,0.0,Huang High School,District,2917.0,1910635.0,29,Nicole Brown,F,12th,90,88
30,0.0,Huang High School,District,2917.0,1910635.0,30,Bobby Harris,M,9th,94,99
31,0.0,Huang High School,District,2917.0,1910635.0,31,Brian Fernandez,M,10th,97,65
32,0.0,Huang High School,District,2917.0,1910635.0,32,Candace Phelps,F,11th,93,90
33,0.0,Huang High School,District,2917.0,1910635.0,33,Amy Gonzalez,F,12th,95,68
34,0.0,Huang High School,District,2917.0,1910635.0,34,Steven Green,M,11th,65,74
35,0.0,Huang High School,District,2917.0,1910635.0,35,Benjamin Carlson,M,10th,99,61
36,0.0,Huang High School,District,2917.0,1910635.0,36,Kevin Bailey,M,10th,76,76
37,0.0,Huang High School,District,2917.0,1910635.0,37,Jesse Newton,M,10th,63,66
38,0.0,Huang High School,District,2917.0,1910635.0,38,Kimberly Mercado,F,12th,73,77
39,0.0,Huang High School,District,2917.0,1910635.0,39,Gregory Roberts,M,9th,80,61
40,0.0,Huang High School,District,2917.0,1910635.0,40,Matthew Mayer,M,9th,79,69
41,0.0,Huang High School,District,2917.0,1910635.0,41,Jennifer Parks,F,11th,85,95
42,0.0,Huang High School,District,2917.0,1910635.0,42,John Carlson,M,9th,65,89
43,0.0,Huang High School,District,2917.0,1910635.0,43,Megan Roberts,F,9th,66,90
44,0.0,Huang High School,District,2917.0,1910635.0,44,Debra Flores,F,10th,75,66
45,0.0,Huang High School,District,2917.0,1910635.0,45,Heidi Jackson,F,11th,64,93
46,0.0,Huang High School,District,2917.0,1910635.0,46,Denise Bradford,F,12th,73,59
47,0.0,Huang High School,District,2917.0,1910635.0,47,Ellen Brown,F,11th,77,81
48,0.0,Huang High School,District,2917.0,1910635.0,48,Amy Perkins,F,9th,76,66
49,0.0,Huang High School,District,2917.0,1910635.0,49,Natalie Mitchell,F,10th,73,93
50,0.0,Huang High School,District,2917.0,1910635.0,50,Tiffany Gutierrez,F,10th,82,95
51,0.0,Huang High School,District,2917.0,1910635.0,51,Jennifer Hess,F,11th,91,56
52,0.0,Huang High School,District,2917.0,1910635.0,52,Christine Fletcher,F,12th,69,78
53,0.0,Huang High School,District,2917.0,1910635.0,53,Jon Smith,M,9th,96,69
54,0.0,Huang High School,District,2917.0,1910635.0,54,Tracey Yates,F,9th,83,68
55,0.0,Huang High School,District,2917.0,1910635.0,55,Jerry Gordon,M,12th,95,71
56,0.0,Huang High School,District,2917.0,1910635.0,56,Michael Cox,M,11th,72,72
57,0.0,Huang High School,District,2917.0,1910635.0,57,Madeline Snyder MD,F,9th,97,56
58,0.0,Huang High School,District,2917.0,1910635.0,58,Allison King,F,11th,74,84
59,0.0,Huang High School,District,2917.0,1910635.0,59,Theresa Meyer,F,9th,88,70
60,0.0,Huang High School,District,2917.0,1910635.0,60,Jared Wood,M,9th,63,89
61,0.0,Huang High School,District,2917.0,1910635.0,61,Eric Maynard,M,9th,64,95
62,0.0,Huang High School,District,2917.0,1910635.0,62,Mark Owens,M,11th,74,65
63,0.0,Huang High School,District,2917.0,1910635.0,63,Ronnie Conley,M,11th,77,61
64,0.0,Huang High School,District,2917.0,1910635.0,64,Kimberly Davis,F,12th,87,57
65,0.0,Huang High School,District,2917.0,1910635.0,65,Amy Mitchell,F,11th,74,60
66,0.0,Huang High School,District,2917.0,1910635.0,66,Mr. Dylan Taylor MD,M,10th,77,93
67,0.0,Huang High School,District,2917.0,1910635.0,67,Elizabeth Henderson,F,12th,70,60
68,0.0,Huang High School,District,2917.0,1910635.0,68,James Lopez,M,12th,65,82
69,0.0,Huang High School,District,2917.0,1910635.0,69,Michael Morgan,M,11th,75,89
70,0.0,Huang High School,District,2917.0,1910635.0,70,Angela Francis,F,12th,70,60
71,0.0,Huang High School,District,2917.0,1910635.0,71,Breanna Taylor,F,10th,93,68
72,0.0,Huang High School,District,2917.0,1910635.0,72,Jason Johnson,M,12th,82,65
73,0.0,Huang High School,District,2917.0,1910635.0,73,Kyle Martin,M,10th,72,94
74,0.0,Huang High School,District,2917.0,1910635.0,74,Dr. Scott Gill,M,10th,85,85
75,0.0,Huang High School,District,2917.0,1910635.0,75,Lisa Long,F,10th,87,62
76,0.0,Huang High School,District,2917.0,1910635.0,76,Erin Liu,F,9th,78,76
77,0.0,Huang High School,District,2917.0,1910635.0,77,Marcus Richards,M,12th,83,76
78,0.0,Huang High School,District,2917.0,1910635.0,78,Jason Thompson,M,12th,99,57
79,0.0,Huang High School,District,2917.0,1910635.0,79,Elizabeth Mckinney,F,9th,74,81
80,0.0,Huang High School,District,2917.0,1910635.0,80,Jessica Bailey,F,10th,67,70
81,0.0,Huang High School,District,2917.0,1910635.0,81,Lisa Frye,F,12th,94,73
82,0.0,Huang High School,District,2917.0,1910635.0,82,Lindsey Baker,F,11th,81,57
83,0.0,Huang High School,District,2917.0,1910635.0,83,Lisa Ramirez,F,12th,64,76
84,0.0,Huang High School,District,2917.0,1910635.0,84,Joseph Butler,M,10th,77,63
85,0.0,Huang High School,District,2917.0,1910635.0,85,Tina Lynch,F,10th,94,60
86,0.0,Huang High School,District,2917.0,1910635.0,86,Leah Benitez,F,10th,93,84
87,0.0,Huang High School,District,2917.0,1910635.0,87,Elizabeth Parker,F,10th,85,56
88,0.0,Huang High School,District,2917.0,1910635.0,88,Melissa Hunter,F,10th,90,70
89,0.0,Huang High School,District,2917.0,1910635.0,89,Miss Madison Everett,F,11th,70,78
90,0.0,Huang High School,District,2917.0,1910635.0,90,Ronald Garcia,M,9th,99,86
91,0.0,Huang High School,District,2917.0,1910635.0,91,Mark Cherry,M,10th,96,98
92,0.0,Huang High School,District,2917.0,1910635.0,92,Ryan Stokes,M,9th,75,72
93,0.0,Huang High School,District,2917.0,1910635.0,93,Isaiah Maldonado,M,10th,84,91
94,0.0,Huang High School,District,2917.0,1910635.0,94,Micheal Dennis,M,12th,86,61
95,0.0,Huang High School,District,2917.0,1910635.0,95,Kevin Martinez,M,11th,89,58
96,0.0,Huang High School,District,2917.0,1910635.0,96,Jessica Smith,F,9th,77,72
97,0.0,Huang High School,District,2917.0,1910635.0,97,Dawn Trujillo,F,11th,82,87
98,0.0,Huang High School,District,2917.0,1910635.0,98,Virginia Ramirez MD,F,10th,99,89
99,0.0,Huang High School,District,2917.0,1910635.0,99,Marc Hernandez,M,10th,87,63
100,0.0,Huang High School,District,2917.0,1910635.0,100,Jose Gonzalez,M,12th,69,67
101,0.0,Huang High School,District,2917.0,1910635.0,101,Jason Dennis,M,10th,72,57
102,0.0,Huang High School,District,2917.0,1910635.0,102,Gary Morris,M,11th,74,58
103,0.0,Huang High School,District,2917.0,1910635.0,103,William Mcdonald,M,12th,86,74
104,0.0,Huang High School,District,2917.0,1910635.0,104,Michael Savage,M,9th,75,66
105,0.0,Huang High School,District,2917.0,1910635.0,105,Alexis Todd,F,11th,82,95
106,0.0,Huang High School,District,2917.0,1910635.0,106,David Hansen,M,10th,76,86
107,0.0,Huang High School,District,2917.0,1910635.0,107,Steven Mendez,M,12th,68,88
108,0.0,Huang High School,District,2917.0,1910635.0,108,Ryan Lynch,M,12th,77,67
109,0.0,Huang High School,District,2917.0,1910635.0,109,Timothy Marks,M,9th,78,62
110,0.0,Huang High School,District,2917.0,1910635.0,110,Alexander Johns,M,10th,67,77
111,0.0,Huang High School,District,2917.0,1910635.0,111,Kenneth Chavez,M,9th,70,79
112,0.0,Huang High School,District,2917.0,1910635.0,112,Dennis Williams,M,10th,88,67
113,0.0,Huang High School,District,2917.0,1910635.0,113,Michael Roy,M,12th,85,73
114,0.0,Huang High School,District,2917.0,1910635.0,114,Richard Ryan,M,12th,88,86
115,0.0,Huang High School,District,2917.0,1910635.0,115,Matthew Reyes,M,12th,79,60
116,0.0,Huang High School,District,2917.0,1910635.0,116,Stephanie Ward,F,11th,75,69
117,0.0,Huang High School,District,2917.0,1910635.0,117,Christopher Tucker,M,10th,80,90
118,0.0,Huang High School,District,2917.0,1910635.0,118,Daniel Jones,M,12th,66,68
119,0.0,Huang High School,District,2917.0,1910635.0,119,Devin Craig,M,10th,65,80
120,0.0,Huang High School,District,2917.0,1910635.0,120,Erin Prince,F,12th,88,81
121,0.0,Huang High School,District,2917.0,1910635.0,121,Bernard Ortiz,M,11th,78,76
122,0.0,Huang High School,District,2917.0,1910635.0,122,Nicole Miller,F,10th,98,57
123,0.0,Huang High School,District,2917.0,1910635.0,123,Christopher Fritz,M,9th,88,77
124,0.0,Huang High School,District,2917.0,1910635.0,124,Bonnie Mckinney,F,11th,63,65
125,0.0,Huang High School,District,2917.0,1910635.0,125,Troy Nelson,M,11th,79,63
126,0.0,Huang High School,District,2917.0,1910635.0,126,Jennifer Lee,F,12th,93,66
127,0.0,Huang High School,District,2917.0,1910635.0,127,Ronald Ward,M,10th,74,89
128,0.0,Huang High School,District,2917.0,1910635.0,128,Nathaniel Hampton,M,11th,70,81
129,0.0,Huang High School,District,2917.0,1910635.0,129,Michael Travis,M,11th,65,79
130,0.0,Huang High School,District,2917.0,1910635.0,130,James Taylor,M,9th,77,71
131,0.0,Huang High School,District,2917.0,1910635.0,131,Thomas Strickland,M,9th,63,77
132,0.0,Huang High School,District,2917.0,1910635.0,132,Brittany Jackson,F,9th,79,57
133,0.0,Huang High School,District,2917.0,1910635.0,133,Marisa Lowe,F,9th,95,95
134,0.0,Huang High School,District,2917.0,1910635.0,134,Nicole Thomas,F,9th,83,59
135,0.0,Huang High School,District,2917.0,1910635.0,135,Matthew Rodriguez,M,12th,80,79
136,0.0,Huang High School,District,2917.0,1910635.0,136,Kent Fernandez,M,12th,66,58
137,0.0,Huang High School,District,2917.0,1910635.0,137,Michelle Martin,F,12th,86,92
138,0.0,Huang High School,District,2917.0,1910635.0,138,John Sparks,M,9th,74,91
139,0.0,Huang High School,District,2917.0,1910635.0,139,Ann Blake,F,11th,97,75
140,0.0,Huang High School,District,2917.0,1910635.0,140,Melissa Miller,F,12th,76,67
141,0.0,Huang High School,District,2917.0,1910635.0,141,Steven Houston,M,9th,99,71
142,0.0,Huang High School,District,2917.0,1910635.0,142,Kristen Anderson,F,11th,78,76
143,0.0,Huang High School,District,2917.0,1910635.0,143,Cory Jones,M,11th,82,73
144,0.0,Huang High School,District,2917.0,1910635.0,144,Jennifer Mora,F,10th,98,73
145,0.0,Huang High School,District,2917.0,1910635.0,145,Dennis Griffin,M,9th,78,71
146,0.0,Huang High School,District,2917.0,1910635.0,146,Darryl Brown,M,10th,98,90
147,0.0,Huang High School,District,2917.0,1910635.0,147,Martin Mosley,M,10th,90,67
148,0.0,Huang High School,District,2917.0,1910635.0,148,Joyce Diaz,F,10th,85,58
149,0.0,Huang High School,District,2917.0,1910635.0,149,Jeffrey Rose,M,12th,81,91
150,0.0,Huang High School,District,2917.0,1910635.0,150,Jamie Moreno,F,9th,78,99
151,0.0,Huang High School,District,2917.0,1910635.0,151,Catherine Williams,F,9th,66,56
152,0.0,Huang High School,District,2917.0,1910635.0,152,Lauren Byrd,F,11th,66,92
153,0.0,Huang High School,District,2917.0,1910635.0,153,Vanessa Frazier,F,10th,85,82
154,0.0,Huang High School,District,2917.0,1910635.0,154,Stephen Bryant,M,11th,83,77
155,0.0,Huang High School,District,2917.0,1910635.0,155,Lawrence Liu,M,12th,82,73
156,0.0,Huang High School,District,2917.0,1910635.0,156,Joseph Larsen,M,9th,88,82
157,0.0,Huang High School,District,2917.0,1910635.0,157,Susan Collier,F,11th,76,92
158,0.0,Huang High School,District,2917.0,1910635.0,158,Meagan Jensen,F,9th,66,67
159,0.0,Huang High School,District,2917.0,1910635.0,159,Julie Harper,F,12th,88,73
160,0.0,Huang High School,District,2917.0,1910635.0,160,Meghan Carroll,F,12th,75,98
161,0.0,Huang High School,District,2917.0,1910635.0,161,Wanda Horton,F,11th,68,88
162,0.0,Huang High School,District,2917.0,1910635.0,162,Mary Campbell,F,10th,72,56
163,0.0,Huang High School,District,2917.0,1910635.0,163,Jennifer Rodgers,F,11th,83,98
164,0.0,Huang High School,District,2917.0,1910635.0,164,Heather Cooper,F,12th,85,61
165,0.0,Huang High School,District,2917.0,1910635.0,165,Ryan Perez,M,11th,70,87
166,0.0,Huang High School,District,2917.0,1910635.0,166,Ryan Cox,M,12th,95,72
167,0.0,Huang High School,District,2917.0,1910635.0,167,Darren Zavala,M,10th,64,84
168,0.0,Huang High School,District,2917.0,1910635.0,168,Joseph Morales III,M,10th,64,85
169,0.0,Huang High School,District,2917.0,1910635.0,169,Aaron West,M,10th,98,67
170,0.0,Huang High School,District,2917.0,1910635.0,170,James Combs,M,10th,65,82
171,0.0,Huang High School,District,2917.0,1910635.0,171,Curtis Garner,M,10th,79,78
172,0.0,Huang High School,District,2917.0,1910635.0,172,Sarah Miller,F,10th,94,71
173,0.0,Huang High School,District,2917.0,1910635.0,173,Samantha Thomas,F,10th,92,62
174,0.0,Huang High School,District,2917.0,1910635.0,174,Robert Atkins,M,9th,85,97
175,0.0,Huang High School,District,2917.0,1910635.0,175,Alexis Crawford,M,10th,70,82
176,0.0,Huang High School,District,2917.0,1910635.0,176,Ryan Maddox,M,11th,80,80
177,0.0,Huang High School,District,2917.0,1910635.0,177,Jonathan Meyer,M,9th,65,79
178,0.0,Huang High School,District,2917.0,1910635.0,178,Donna Wagner,F,10th,95,61
179,0.0,Huang High School,District,2917.0,1910635.0,179,William Kennedy,M,11th,76,56
180,0.0,Huang High School,District,2917.0,1910635.0,180,Kimberly Martinez,F,11th,84,83
181,0.0,Huang High School,District,2917.0,1910635.0,181,Matthew Anderson,M,11th,92,99
182,0.0,Huang High School,District,2917.0,1910635.0,182,Kari Miller,F,9th,88,55
183,0.0,Huang High School,District,2917.0,1910635.0,183,Jenna Luna,F,9th,73,91
184,0.0,Huang High School,District,2917.0,1910635.0,184,Justin Contreras,M,12th,89,63
185,0.0,Huang High School,District,2917.0,1910635.0,185,Mary Fox,F,11th,94,92
186,0.0,Huang High School,District,2917.0,1910635.0,186,Joseph Perkins,M,10th,96,76
187,0.0,Huang High School,District,2917.0,1910635.0,187,Kelly Phillips,F,12th,78,90
188,0.0,Huang High School,District,2917.0,1910635.0,188,Justin Thornton,M,11th,65,61
189,0.0,Huang High School,District,2917.0,1910635.0,189,Joshua Barber,M,10th,77,61
190,0.0,Huang High School,District,2917.0,1910635.0,190,Travis Jackson,M,11th,86,96
191,0.0,Huang High School,District,2917.0,1910635.0,191,Jordan Beasley,F,10th,96,59
192,0.0,Huang High School,District,2917.0,1910635.0,192,Kevin Allen,M,12th,68,63
193,0.0,Huang High School,District,2917.0,1910635.0,193,Victoria Harris,F,11th,89,59
194,0.0,Huang High School,District,2917.0,1910635.0,194,Victoria Joseph,F,12th,72,56
195,0.0,Huang High School,District,2917.0,1910635.0,195,Brandy Marshall,F,11th,86,60
196,0.0,Huang High School,District,2917.0,1910635.0,196,Ryan Jimenez,M,11th,63,89
197,0.0,Huang High School,District,2917.0,1910635.0,197,Michael Chan,M,9th,63,69
198,0.0,Huang High School,District,2917.0,1910635.0,198,Christopher Phillips,M,9th,86,55
199,0.0,Huang High School,District,2917.0,1910635.0,199,Kevin Murphy,M,10th,85,99
200,0.0,Huang High School,District,2917.0,1910635.0,200,Vanessa Harper,F,12th,85,85
201,0.0,Huang High School,District,2917.0,1910635.0,201,James Ferguson,M,9th,96,66
202,0.0,Huang High School,District,2917.0,1910635.0,202,Carol Schroeder,F,12th,83,61
203,0.0,Huang High School,District,2917.0,1910635.0,203,Jerry Phillips,M,10th,82,72
204,0.0,Huang High School,District,2917.0,1910635.0,204,Kristin Wade,F,9th,71,56
205,0.0,Huang High School,District,2917.0,1910635.0,205,Jessica Warner,F,11th,94,83
206,0.0,Huang High School,District,2917.0,1910635.0,206,Dorothy Burke,F,11th,91,92
207,0.0,Huang High School,District,2917.0,1910635.0,207,Bethany Walter,F,9th,88,76
208,0.0,Huang High School,District,2917.0,1910635.0,208,Melissa Avery,F,9th,83,86
209,0.0,Huang High School,District,2917.0,1910635.0,209,Daniel Sutton,M,11th,86,96
210,0.0,Huang High School,District,2917.0,1910635.0,210,Ryan Johnson,M,9th,63,79
211,0.0,Huang High School,District,2917.0,1910635.0,211,Timothy Quinn,M,10th,83,76
212,0.0,Huang High School,District,2917.0,1910635.0,212,Zachary Allen,M,10th,64,87
213,0.0,Huang High School,District,2917.0,1910635.0,213,Lauren Schmitt,F,12th,71,61
214,0.0,Huang High School,District,2917.0,1910635.0,214,Stephanie Armstrong,F,11th,70,66
215,0.0,Huang High School,District,2917.0,1910635.0,215,Ruben Rivera,M,9th,65,79
216,0.0,Huang High School,District,2917.0,1910635.0,216,Patricia Petty,F,12th,79,98
217,0.0,Huang High School,District,2917.0,1910635.0,217,Joseph Jacobs,M,11th,96,68
218,0.0,Huang High School,District,2917.0,1910635.0,218,Bianca Wilson,F,11th,66,62
219,0.0,Huang High School,District,2917.0,1910635.0,219,Donald Perez,M,9th,87,79
220,0.0,Huang High School,District,2917.0,1910635.0,220,Curtis Gomez,M,9th,77,77
221,0.0,Huang High School,District,2917.0,1910635.0,221,Courtney Brown,F,9th,90,88
222,0.0,Huang High School,District,2917.0,1910635.0,222,Nicole Randall,F,9th,94,78
223,0.0,Huang High School,District,2917.0,1910635.0,223,Steven Lambert,M,11th,64,56
224,0.0,Huang High School,District,2917.0,1910635.0,224,Anthony Alvarez,M,10th,93,90
225,0.0,Huang High School,District,2917.0,1910635.0,225,Shawn Farrell,M,10th,89,87
226,0.0,Huang High School,District,2917.0,1910635.0,226,Jesus Schmidt,M,9th,80,76
227,0.0,Huang High School,District,2917.0,1910635.0,227,Laura Wright,F,12th,89,69
228,0.0,Huang High School,District,2917.0,1910635.0,228,Steven Smith,M,11th,66,65
229,0.0,Huang High School,District,2917.0,1910635.0,229,Norman Thompson,M,9th,99,78
230,0.0,Huang High School,District,2917.0,1910635.0,230,Anthony Wright,M,10th,76,64
231,0.0,Huang High School,District,2917.0,1910635.0,231,Kayla Watts,F,11th,74,89
232,0.0,Huang High School,District,2917.0,1910635.0,232,Aimee Johnson,F,9th,97,55
233,0.0,Huang High School,District,2917.0,1910635.0,233,Heidi Scott,F,12th,77,98
234,0.0,Huang High School,District,2917.0,1910635.0,234,Anthony Williams,M,10th,78,93
235,0.0,Huang High School,District,2917.0,1910635.0,235,Sarah Hill,F,12th,88,97
236,0.0,Huang High School,District,2917.0,1910635.0,236,Kim Wang,F,9th,90,71
237,0.0,Huang High School,District,2917.0,1910635.0,237,Beth Manning,F,11th,88,92
238,0.0,Huang High School,District,2917.0,1910635.0,238,Ryan Hanson,M,12th,87,83
239,0.0,Huang High School,District,2917.0,1910635.0,239,James Wood,M,9th,70,81
240,0.0,Huang High School,District,2917.0,1910635.0,240,Corey Greene,M,10th,70,94
241,0.0,Huang High School,District,2917.0,1910635.0,241,John Carter,M,11th,95,83
242,0.0,Huang High School,District,2917.0,1910635.0,242,Beth Garza,F,11th,75,92
243,0.0,Huang High School,District,2917.0,1910635.0,243,Karen Jones,F,9th,78,96
244,0.0,Huang High School,District,2917.0,1910635.0,244,Stephanie Poole,F,10th,95,59
245,0.0,Huang High School,District,2917.0,1910635.0,245,Lisa Brown,F,9th,99,72
246,0.0,Huang High School,District,2917.0,1910635.0,246,Paul Scott,M,10th,64,78
247,0.0,Huang High School,District,2917.0,1910635.0,247,Evelyn Buck,F,10th,68,60
248,0.0,Huang High School,District,2917.0,1910635.0,248,Terry Harrell,M,9th,86,69
249,0.0,Huang High School,District,2917.0,1910635.0,249,Leah Skinner,F,11th,70,79
250,0.0,Huang High School,District,2917.0,1910635.0,250,Anthony Mercado,M,11th,95,97
251,0.0,Huang High School,District,2917.0,1910635.0,251,Walter Kelly,M,9th,80,78
252,0.0,Huang High School,District,2917.0,1910635.0,252,Lori Evans,F,10th,99,66
253,0.0,Huang High School,District,2917.0,1910635.0,253,Ashley Jones,F,12th,96,72
254,0.0,Huang High School,District,2917.0,1910635.0,254,Amber Soto,F,9th,82,60
255,0.0,Huang High School,District,2917.0,1910635.0,255,Patrick Phillips,M,10th,64,62
256,0.0,Huang High School,District,2917.0,1910635.0,256,Linda Curry,F,11th,74,76
257,0.0,Huang High School,District,2917.0,1910635.0,257,Alexander Obrien,M,10th,68,90
258,0.0,Huang High School,District,2917.0,1910635.0,258,Vincent Garza,M,10th,97,61
259,0.0,Huang High School,District,2917.0,1910635.0,259,Terry Marsh,M,11th,99,69
260,0.0,Huang High School,District,2917.0,1910635.0,260,Angela Perkins DVM,F,11th,76,56
261,0.0,Huang High School,District,2917.0,1910635.0,261,Peter Hampton,M,9th,83,97
262,0.0,Huang High School,District,2917.0,1910635.0,262,David Cross,M,11th,68,61
263,0.0,Huang High School,District,2917.0,1910635.0,263,Clinton Ortega,M,10th,93,62
264,0.0,Huang High School,District,2917.0,1910635.0,264,Jamie Escobar,F,10th,91,91
265,0.0,Huang High School,District,2917.0,1910635.0,265,Sandra Mason,F,12th,76,83
266,0.0,Huang High School,District,2917.0,1910635.0,266,Craig Cole,M,12th,83,92
267,0.0,Huang High School,District,2917.0,1910635.0,267,Lisa Warren,F,12th,70,81
268,0.0,Huang High School,District,2917.0,1910635.0,268,Maria Howard,F,9th,74,91
269,0.0,Huang High School,District,2917.0,1910635.0,269,Michael Porter,M,11th,86,68
270,0.0,Huang High School,District,2917.0,1910635.0,270,John Turner,M,11th,78,99
271,0.0,Huang High School,District,2917.0,1910635.0,271,Timothy Wang,M,12th,93,75
272,0.0,Huang High School,District,2917.0,1910635.0,272,Amanda Taylor,F,9th,73,58
273,0.0,Huang High School,District,2917.0,1910635.0,273,Karen Mckenzie,F,9th,82,64
274,0.0,Huang High School,District,2917.0,1910635.0,274,Brandon Miles,M,11th,98,76
275,0.0,Huang High School,District,2917.0,1910635.0,275,Christina Whitaker,F,12th,86,89
276,0.0,Huang High School,District,2917.0,1910635.0,276,Nicole Peterson,F,9th,78,98
277,0.0,Huang High School,District,2917.0,1910635.0,277,Ashley Moore,F,9th,67,74
278,0.0,Huang High School,District,2917.0,1910635.0,278,Todd Carrillo,M,10th,80,99
279,0.0,Huang High School,District,2917.0,1910635.0,279,Robert Williams,M,10th,63,68
280,0.0,Huang High School,District,2917.0,1910635.0,280,Ashley Jones,F,9th,92,72
281,0.0,Huang High School,District,2917.0,1910635.0,281,Vanessa Parker,F,9th,67,78
282,0.0,Huang High School,District,2917.0,1910635.0,282,Robert Carlson,M,12th,73,82
283,0.0,Huang High School,District,2917.0,1910635.0,283,Jared Lewis,M,10th,77,56
284,0.0,Huang High School,District,2917.0,1910635.0,284,Christopher Hernandez,M,10th,92,64
285,0.0,Huang High School,District,2917.0,1910635.0,285,Kimberly Harris,F,9th,66,59
286,0.0,Huang High School,District,2917.0,1910635.0,286,Katrina Hill,F,10th,73,73
287,0.0,Huang High School,District,2917.0,1910635.0,287,Heather Lee,F,9th,71,69
288,0.0,Huang High School,District,2917.0,1910635.0,288,Donald Harmon,M,11th,63,67
289,0.0,Huang High School,District,2917.0,1910635.0,289,Elizabeth Sanders,F,10th,82,64
290,0.0,Huang High School,District,2917.0,1910635.0,290,Richard Ramsey,M,12th,80,60
291,0.0,Huang High School,District,2917.0,1910635.0,291,Carmen Johnson,F,12th,89,79
292,0.0,Huang High School,District,2917.0,1910635.0,292,Elaine Osborne,F,10th,91,69
293,0.0,Huang High School,District,2917.0,1910635.0,293,Kent Burns,M,9th,81,72
294,0.0,Huang High School,District,2917.0,1910635.0,294,Meagan Smith,F,11th,67,87
295,0.0,Huang High School,District,2917.0,1910635.0,295,Craig Hahn,M,9th,92,73
296,0.0,Huang High School,District,2917.0,1910635.0,296,Jeremy Wu,M,11th,72,81
297,0.0,Huang High School,District,2917.0,1910635.0,297,Aaron Rodriguez,M,11th,75,78
298,0.0,Huang High School,District,2917.0,1910635.0,298,Matthew Taylor,M,10th,64,63
299,0.0,Huang High School,District,2917.0,1910635.0,299,Diana Evans,F,11th,96,94
300,0.0,Huang High School,District,2917.0,1910635.0,300,Michele Pearson,F,12th,89,98
301,0.0,Huang High School,District,2917.0,1910635.0,301,Erik Wagner,M,12th,92,61
302,0.0,Huang High School,District,2917.0,1910635.0,302,Maria Welch,F,12th,74,97
303,0.0,Huang High School,District,2917.0,1910635.0,303,Debra Martin,F,12th,68,55
304,0.0,Huang High School,District,2917.0,1910635.0,304,Devon Conner,M,9th,91,89
305,0.0,Huang High School,District,2917.0,1910635.0,305,Christine Patel,F,9th,99,94
306,0.0,Huang High School,District,2917.0,1910635.0,306,David Lopez,M,9th,95,95
307,0.0,Huang High School,District,2917.0,1910635.0,307,Nathan Baird,M,11th,68,59
308,0.0,Huang High School,District,2917.0,1910635.0,308,Samuel Castillo,M,11th,98,57
309,0.0,Huang High School,District,2917.0,1910635.0,309,Rebecca Payne,F,11th,77,66
310,0.0,Huang High School,District,2917.0,1910635.0,310,Carl Johnson,M,10th,64,95
311,0.0,Huang High School,District,2917.0,1910635.0,311,William Adams,M,12th,85,82
312,0.0,Huang High School,District,2917.0,1910635.0,312,Paula Harrison,F,11th,81,91
